Unnamed: 0,Reaction ID,Reaction: Links to Reaxys,Data Count,Number of Reaction Details,Reaction Rank,Record Type,Reactant,Product,Bin,Reaction,Reaction Details: Reaction Classification,Example label,Example title,Fulltext of reaction,Number of Reaction Steps,Multi-step Scheme,Multi-step Details,Number of Stages,Solid Phase,Time (Reaction Details) [h],Temperature (Reaction Details) [C],Pressure (Reaction Details) [Torr],pH-Value (Reaction Details),Other Conditions,Reaction Type,Subject Studied,Prototype Reaction,Named Reaction,Type of reaction description (Reaction Details),Location,Comment (Reaction Details),Product.1,Yield,Yield (numerical),Yield (optical),Stage Reactant,Reagent,Catalyst,Solvent (Reaction Details),References,Links to Reaxys,Yield combined,Reagents as SMILES,Reagents Not Converted,Reactants.Reagents>>Products,Reactants,Products,Reactants + Reagents
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=29625941&database=RX&origin=ReaxysOutput&ln=,(443 of 4030),2,83,full reaction; has preparation,"1-(2,6-difluorophenyl)-6-oxo-6,7-dihydro-1H-pyrazolo[3,4-b]pyridine-5-carboxylic acid","5-bromo-1-(2,6-difluorophenyl)-1H-pyrazolo[3,4-b]pyridin-6(7H)-one",None,OC(=O)C1=CC2=C(NC1=O)N(N=C2)C1=C(F)C=CC=C1F>>FC1=CC=CC(F)=C1N1N=CC2=C1NC(=O)C(Br)=C2,Preparation,None,None,None,1,None,None,None,None,6,20 - 50,None,None,Large scale reaction,Hunsdiecker reaction,None,None,None,None,experimental part,None,"5-bromo-1-(2,6-difluorophenyl)-1H-pyrazolo[3,4-b]pyridin-6(7H)-one",91 percent,91,None,None,N-Bromosuccinimide; lithium acetate,None,tetrahydrofuran; water,"Article; Milburn, Robert R.; Thiel, Oliver R.; Achmatowicz, Michal; Wang, Xiang; Zigterman, Jamie; Bernard, Charles; Colyer, John T.; Divirgilio, Evan; Crockett, Rich; Correll, Tiffany L.; Nagapudi, Karthik; Ranganathan, Kumar; Hedley, Simon J.; Allgeier, Alan; Larsen, Robert D.; Organic process research and development; vol. 15; 1; (2011); p. 31 - 43;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=9078812&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,91 percent91None,BrN1C(=O)CCC1=O.[Li+].CC([O-])=O,,OC(=O)C1=CC2=C(NC1=O)N(N=C2)C1=C(F)C=CC=C1F.BrN1C(=O)CCC1=O.[Li+].CC([O-])=O>>FC1=CC=CC(F)=C1N1N=CC2=C1NC(=O)C(Br)=C2,OC(=O)C1=CC2=C(NC1=O)N(N=C2)C1=C(F)C=CC=C1F,FC1=CC=CC(F)=C1N1N=CC2=C1NC(=O)C(Br)=C2,OC(=O)C1=CC2=C(NC1=O)N(N=C2)C1=C(F)C=CC=C1F.BrN1C(=O)CCC1=O.[Li+].CC([O-])=O
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=30205037&database=RX&origin=ReaxysOutput&ln=,(742 of 3523),1,73,full reaction; has preparation,"4-(8-chloro[1,7]naphthyridin-6-yl)cyclohexanecarboxylic acid; 3-fluorophenylboronic acid","4-[8-(3-fluorophenyl)[1,7]naphthyridin-6-yl]-cis-cyclohexanecarboxylic acid; 4-[8-(3-fluorophenyl)[1,7]naphthyridin-6-yl]-trans-cyclohexanecarboxylic acid",293372; 293372,OC(=O)C1CCC(CC1)C1=CC2=CC=CN=C2C(Cl)=N1.OB(O)C1=CC=CC(F)=C1>>OC(=O)C1CCC(CC1)C1=NC(C2=CC=CC(F)=C2)=C2N=CC=CC2=C1.OC(=O)C1CCC(CC1)C1=NC(C2=CC=CC(F)=C2)=C2N=CC=CC2=C1,Preparation,None,None,None,1,None,None,None,None,2,83,None,None,None,Suzuki coupling,None,None,None,None,experimental part,None,"4-[8-(3-fluorophenyl)[1,7]naphthyridin-6-yl]-trans-cyclohexanecarboxylic acid",58 percent,58,None,None,di-mu-bromobis(tri-tert-butylphosphino)dipalladium(I); potassium carbonate,None,water,"Article; Jiang, Xinglong; Lee, George T.; Villhauer, Edwin B.; Prasad, Kapa; Prashad, Mahavir; Organic Process Research and Development; vol. 14; 4; (2010); p. 883 - 889;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=8996127&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,58 percent58None,[K+].[K+].[O-]C([O-])=O,di-mu-bromobis(tri-tert-butylphosphino)dipalladium(I),OC(=O)C1CCC(CC1)C1=CC2=CC=CN=C2C(Cl)=N1.OB(O)C1=CC=CC(F)=C1.[K+].[K+].[O-]C([O-])=O>>OC(=O)C1CCC(CC1)C1=NC(C2=CC=CC(F)=C2)=C2N=CC=CC2=C1.OC(=O)C1CCC(CC1)C1=NC(C2=CC=CC(F)=C2)=C2N=CC=CC2=C1,OC(=O)C1CCC(CC1)C1=CC2=CC=CN=C2C(Cl)=N1.OB(O)C1=CC=CC(F)=C1,OC(=O)C1CCC(CC1)C1=NC(C2=CC=CC(F)=C2)=C2N=CC=CC2=C1.OC(=O)C1CCC(CC1)C1=NC(C2=CC=CC(F)=C2)=C2N=CC=CC2=C1,OC(=O)C1CCC(CC1)C1=CC2=CC=CN=C2C(Cl)=N1.OB(O)C1=CC=CC(F)=C1.[K+].[K+].[O-]C([O-])=O
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=650834&database=RX&origin=ReaxysOutput&ln=,(174 of 5000),6,95,full reaction; has preparation,cyanoacetic acid; isobutyraldehyde,2-cyano-4-methyl-pent-2-enoic acid,168197,OC(=O)CC#N.CC(C)C=O>>CC(C)C=C(C#N)C(O)=O,Preparation,None,None,None,1,None,None,None,None,1,20,None,None,None,Knoevenagel Condensation,None,None,None,Experimental part,None,None,2-cyano-4-methyl-pent-2-enoic acid,94 percent,94,None,None,pyrrolidine; pyridine,None,None,"Article; Debarge, Sebastien; McDaid, Paul; O'Neill, Pat; Frahill, James; Wong, John W.; Carr, Donncha; Burrell, Adam; Davies, Simon; Karmilowicz, Mike; Steflik, Jeremy; Organic Process Research and Development; vol. 18; 1; (2014); p. 109 - 121;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=63401808&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,94 percent94None,C1CCNC1.c1ccncc1,,OC(=O)CC#N.CC(C)C=O.C1CCNC1.c1ccncc1>>CC(C)C=C(C#N)C(O)=O,OC(=O)CC#N.CC(C)C=O,CC(C)C=C(C#N)C(O)=O,OC(=O)CC#N.CC(C)C=O.C1CCNC1.c1ccncc1
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=598097&database=RX&origin=ReaxysOutput&ln=,(252 of 4030),55,90,full reaction; has preparation,malonic acid; benzaldehyde,Cinnamic acid,166852,OC(=O)CC(O)=O.[H]C(=O)C1=CC=CC=C1>>OC(=O)C=CC1=CC=CC=C1,Preparation,None,None,None,1,None,None,None,None,0.166667,140,None,None,Microwave irradiation,Knoevenagel condensation,None,None,None,None,experimental part,None,Cinnamic acid,89 percent,89,None,None,piperidine,None,ethanol,"Article; Dallinger, Doris; Lehmann, Hansjoerg; Moseley, Jonathan D.; Stadler, Alexander; Kappe, C. Oliver; Organic Process Research and Development; vol. 15; 4; (2011); p. 841 - 854;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=20139881&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,89 percent89None,C1CCNCC1,,OC(=O)CC(O)=O.[H]C(=O)C1=CC=CC=C1.C1CCNCC1>>OC(=O)C=CC1=CC=CC=C1,OC(=O)CC(O)=O.[H]C(=O)C1=CC=CC=C1,OC(=O)C=CC1=CC=CC=C1,OC(=O)CC(O)=O.[H]C(=O)C1=CC=CC=C1.C1CCNCC1
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=52640214&database=RX&origin=ReaxysOutput&ln=,(1723 of 5000),1,73,full reaction; has preparation,"N1-((1R,2S)-5-bromo-2-(hydroxymethyl)-2,3-dihydro-1H-inden-1-yl)-N2-(4-chloro-3-fluorophenyl)oxalamide; N1,N2,N3-tris(tert-butoxycarbonyl)guanidine","tert-butyl N-{[(1R,2R)-5-bromo-1-{[(4-chloro-3-fluorocyclohexa-1,5-dien-1yl)carbamoyl]formamido}-2,3-dihydro-1H-inden-2-yl]methyl}-N-[(1Z)-{[(tert-butoxy)carbonyl]amino}({[(tert-butoxy)carbonyl]imino})methyl]carbamate; C52H55Br2Cl2F2N7O10",105855; 285075,OC[C@H]1CC2=C(C=CC(Br)=C2)[C@@H]1NC(=O)C(=O)NC1=CC=C(Cl)C(F)=C1.CC(C)(C)OC(=O)N\C(NC(=O)OC(C)(C)C)=N/C(=O)OC(C)(C)C>>CC(C)(C)OC(=O)N\C(=N\C(=O)OC(C)(C)C)N(C[C@H]1CC2=C(C=CC(Br)=C2)[C@@H]1NC(=O)C(=O)NC1=CC(F)=C(Cl)C=C1)C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N=C(N(C[C@H]1CC2=C(C=CC(Br)=C2)[C@@H]1NC(=O)C(=O)NC1=CC(F)=C(Cl)C=C1)C(=O)OC(C)(C)C)N(C[C@H]1CC2=C(C=CC(Br)=C2)[C@@H]1NC(=O)C(=O)NC1=CC(F)=C(Cl)C=C1)C(=O)OC(C)(C)C,Preparation,None,None,None,1,None,None,None,None,18,0 - 70,None,None,None,Mitsunobu Displacement,None,None,None,Experimental part,supporting information,None,"tert-butyl N-{[(1R,2R)-5-bromo-1-{[(4-chloro-3-fluorocyclohexa-1,5-dien-1yl)carbamoyl]formamido}-2,3-dihydro-1H-inden-2-yl]methyl}-N-[(1Z)-{[(tert-butoxy)carbonyl]amino}({[(tert-butoxy)carbonyl]imino})methyl]carbamate",63 percent,63,None,None,triphenylphosphine; diethylazodicarboxylate,None,tetrahydrofuran,"Article; Chen, Junhua; Park, Jun; Kirk, Sharon M.; Chen, Hung-Ching; Li, Xiangqin; Lippincott, Daniel J.; Melillo, Bruno; Smith, Amos B.; Organic Process Research and Development; vol. 23; 11; (2019); p. 2464 - 2469;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=77879926&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,63 percent63None,c1ccc(cc1)P(c2ccccc2)c3ccccc3.CCOC(=O)N=NC(=O)OCC,,OC[C@H]1CC2=C(C=CC(Br)=C2)[C@@H]1NC(=O)C(=O)NC1=CC=C(Cl)C(F)=C1.CC(C)(C)OC(=O)N\C(NC(=O)OC(C)(C)C)=N/C(=O)OC(C)(C)C.c1ccc(cc1)P(c2ccccc2)c3ccccc3.CCOC(=O)N=NC(=O)OCC>>CC(C)(C)OC(=O)N\C(=N\C(=O)OC(C)(C)C)N(C[C@H]1CC2=C(C=CC(Br)=C2)[C@@H]1NC(=O)C(=O)NC1=CC(F)=C(Cl)C=C1)C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N=C(N(C[C@H]1CC2=C(C=CC(Br)=C2)[C@@H]1NC(=O)C(=O)NC1=CC(F)=C(Cl)C=C1)C(=O)OC(C)(C)C)N(C[C@H]1CC2=C(C=CC(Br)=C2)[C@@H]1NC(=O)C(=O)NC1=CC(F)=C(Cl)C=C1)C(=O)OC(C)(C)C,OC[C@H]1CC2=C(C=CC(Br)=C2)[C@@H]1NC(=O)C(=O)NC1=CC=C(Cl)C(F)=C1.CC(C)(C)OC(=O)N\C(NC(=O)OC(C)(C)C)=N/C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N\C(=N\C(=O)OC(C)(C)C)N(C[C@H]1CC2=C(C=CC(Br)=C2)[C@@H]1NC(=O)C(=O)NC1=CC(F)=C(Cl)C=C1)C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N=C(N(C[C@H]1CC2=C(C=CC(Br)=C2)[C@@H]1NC(=O)C(=O)NC1=CC(F)=C(Cl)C=C1)C(=O)OC(C)(C)C)N(C[C@H]1CC2=C(C=CC(Br)=C2)[C@@H]1NC(=O)C(=O)NC1=CC(F)=C(Cl)C=C1)C(=O)OC(C)(C)C,OC[C@H]1CC2=C(C=CC(Br)=C2)[C@@H]1NC(=O)C(=O)NC1=CC=C(Cl)C(F)=C1.CC(C)(C)OC(=O)N\C(NC(=O)OC(C)(C)C)=N/C(=O)OC(C)(C)C.c1ccc(cc1)P(c2ccccc2)c3ccccc3.CCOC(=O)N=NC(=O)OCC
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=33628937&database=RX&origin=ReaxysOutput&ln=,(644 of 5000),2,84,full reaction; has preparation,2-Hydroxy-2-ethynyladamantane; acetonitrile,2-acetylamino-2-ethynyladamantane,177072,OC1(C#C)C2CC3CC(C2)CC1C3.CC#N>>CC(=O)NC1(C#C)C2CC3CC(C2)CC1C3,Preparation,None,None,None,1,None,None,None,None,0.116667,30,None,None,None,Ritter reaction,None,None,None,None,experimental part,None,2-acetylamino-2-ethynyladamantane,91 percent,91,None,None,sulfuric acid,None,acetic anhydride; acetic acid,"Article; Battilocchio, Claudio; Baxendale, Ian R.; Biava, Mariangela; Kitching, Matthew O.; Ley, Steven V.; Organic Process Research and Development; vol. 16; 5; (2012); p. 798 - 810;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=20172224&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,91 percent91None,O[S](O)(=O)=O,,OC1(C#C)C2CC3CC(C2)CC1C3.CC#N.O[S](O)(=O)=O>>CC(=O)NC1(C#C)C2CC3CC(C2)CC1C3,OC1(C#C)C2CC3CC(C2)CC1C3.CC#N,CC(=O)NC1(C#C)C2CC3CC(C2)CC1C3,OC1(C#C)C2CC3CC(C2)CC1C3.CC#N.O[S](O)(=O)=O
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=33628936&database=RX&origin=ReaxysOutput&ln=,(946 of 5000),1,77,full reaction; has preparation,2-Hydroxy-2-ethynyladamantane; benzonitrile,2-ethynyl-2-benzamidoadamantane,177112,OC1(C#C)C2CC3CC(C2)CC1C3.N#CC1=CC=CC=C1>>O=C(NC1(C#C)C2CC3CC(C2)CC1C3)C1=CC=CC=C1,Preparation,None,None,None,1,None,None,None,None,0.193333,30,None,None,None,Ritter reaction,None,None,None,None,experimental part,None,2-ethynyl-2-benzamidoadamantane,85 percent,85,None,None,sulfuric acid,None,acetic anhydride; acetic acid,"Article; Battilocchio, Claudio; Baxendale, Ian R.; Biava, Mariangela; Kitching, Matthew O.; Ley, Steven V.; Organic Process Research and Development; vol. 16; 5; (2012); p. 798 - 810;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=20172224&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,85 percent85None,O[S](O)(=O)=O,,OC1(C#C)C2CC3CC(C2)CC1C3.N#CC1=CC=CC=C1.O[S](O)(=O)=O>>O=C(NC1(C#C)C2CC3CC(C2)CC1C3)C1=CC=CC=C1,OC1(C#C)C2CC3CC(C2)CC1C3.N#CC1=CC=CC=C1,O=C(NC1(C#C)C2CC3CC(C2)CC1C3)C1=CC=CC=C1,OC1(C#C)C2CC3CC(C2)CC1C3.N#CC1=CC=CC=C1.O[S](O)(=O)=O
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=37086740&database=RX&origin=ReaxysOutput&ln=,(755 of 5000),4,83,full reaction; has preparation,4-bromosalicylaldehyde; Methyltriphenylphosphonium bromide,5-bromo-2-ethenylphenol,304222,OC1=CC(Br)=CC=C1C=O.[Br-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1>>OC1=C(C=C)C=CC(Br)=C1,Preparation,None,None,None,1,None,None,None,None,12,30,None,None,Inert atmosphere,Wittig Olefination,None,None,None,Experimental part,supporting information,None,5-bromo-2-ethenylphenol,72 percent,72,None,None,potassium tert-butylate,None,tetrahydrofuran,"Article; Gulias, Moises; Marcos-Atanes, Daniel; Mascarenas, Jose L.; Font, Marc; Organic Process Research and Development; vol. 23; 8; (2019); p. 1669 - 1673;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=77632230&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,72 percent72None,CC(C)(C)[O-].[K+],,OC1=CC(Br)=CC=C1C=O.[Br-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1.CC(C)(C)[O-].[K+]>>OC1=C(C=C)C=CC(Br)=C1,OC1=CC(Br)=CC=C1C=O.[Br-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,OC1=C(C=C)C=CC(Br)=C1,OC1=CC(Br)=CC=C1C=O.[Br-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1.CC(C)(C)[O-].[K+]
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=37086741&database=RX&origin=ReaxysOutput&ln=,(882 of 5000),2,79,full reaction; has preparation,2-hydroxy-5-phenylbenzaldehyde; Methyltriphenylphosphonium bromide,"3-vinyl-[1,1'-biphenyl]-4-ol",304221,OC1=CC=C(C=C1C=O)C1=CC=CC=C1.[Br-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1>>OC1=CC=C(C=C1C=C)C1=CC=CC=C1,Preparation,None,None,None,1,None,None,2.0,None,4,-78 - 20; -78 - 20,None,None,None,Wittig Olefination,None,None,None,Experimental part,supporting information,None,"3-vinyl-[1,1'-biphenyl]-4-ol",88 percent,88,None,Methyltriphenylphosphonium bromide; 2-hydroxy-5-phenylbenzaldehyde,n-butyllithium,None,tetrahydrofuran; hexane; tetrahydrofuran; hexane,"Article; Gulias, Moises; Marcos-Atanes, Daniel; Mascarenas, Jose L.; Font, Marc; Organic Process Research and Development; vol. 23; 8; (2019); p. 1669 - 1673;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=77632230&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,88 percent88None,[Li]CCCC,,OC1=CC=C(C=C1C=O)C1=CC=CC=C1.[Br-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1.[Li]CCCC>>OC1=CC=C(C=C1C=C)C1=CC=CC=C1,OC1=CC=C(C=C1C=O)C1=CC=CC=C1.[Br-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,OC1=CC=C(C=C1C=C)C1=CC=CC=C1,OC1=CC=C(C=C1C=O)C1=CC=CC=C1.[Br-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1.[Li]CCCC
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=27857313&database=RX&origin=ReaxysOutput&ln=,(624 of 5000),2,84,full reaction; has preparation,"2,4-difluorophenol; methyl N-trityl-L-serinate",C29H25F2NO3,258170,OC1=CC=C(F)C=C1F.[H][C@@](CO)(NC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)OC>>COC(=O)[C@H](COC1=CC=C(F)C=C1F)NC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,Preparation,None,None,None,1,None,None,None,None,2,20,None,None,None,Mitsunobu reaction,None,None,None,None,scheme or table,None,C29H25F2NO3,95 percent,95,None,None,triphenylphosphine; diethylazodicarboxylate,None,benzene,"Article; Beliaev, Alexandre; Wahnon, Jorge; Russo, Domenico; Organic Process Research and Development; vol. 16; 4; (2012); p. 704 - 709;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=20149324&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,95 percent95None,c1ccc(cc1)P(c2ccccc2)c3ccccc3.CCOC(=O)N=NC(=O)OCC,,OC1=CC=C(F)C=C1F.[H][C@@](CO)(NC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)OC.c1ccc(cc1)P(c2ccccc2)c3ccccc3.CCOC(=O)N=NC(=O)OCC>>COC(=O)[C@H](COC1=CC=C(F)C=C1F)NC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,OC1=CC=C(F)C=C1F.[H][C@@](CO)(NC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)OC,COC(=O)[C@H](COC1=CC=C(F)C=C1F)NC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,OC1=CC=C(F)C=C1F.[H][C@@](CO)(NC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)OC.c1ccc(cc1)P(c2ccccc2)c3ccccc3.CCOC(=O)N=NC(=O)OCC
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=35176612&database=RX&origin=ReaxysOutput&ln=,(575 of 2710),1,74,full reaction; has preparation,3-Bromophenol; methacrylic acid methyl ester,methyl (E)-3-(3-hydroxyphenyl)-2-methylacrylate,295997,OC1=CC=CC(Br)=C1.COC(=O)C(C)=C>>COC(=O)C(\C)=C\C1=CC(O)=CC=C1,Preparation,None,None,None,1,None,None,None,None,24,80,None,None,Glovebox,Heck Reaction,None,None,None,Experimental part,None,None,methyl (E)-3-(3-hydroxyphenyl)-2-methylacrylate,59 percent,59,None,None,"dichloro[1,1'-bis(di-t-butylphosphino)ferrocene]palladium(II); N-Methyldicyclohexylamine; 4,4'-di-tert-butylbiphenyl; tetrabutyl-ammonium chloride",None,"N,N-dimethyl acetamide","Article; Murray, Paul M.; Bower, John F; Cox, David K; Galbraith, Ewan K; Parker, Jeremy S; Sweeney, Joseph B.; Organic Process Research and Development; vol. 17; 3; (2013); p. 397 - 405;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=35475896&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,59 percent59None,CN(C1CCCCC1)C2CCCCC2.CC(C)(C)c1ccc(cc1)c2ccc(cc2)C(C)(C)C.[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,"dichloro[1,1'-bis(di-t-butylphosphino)ferrocene]palladium(II)",OC1=CC=CC(Br)=C1.COC(=O)C(C)=C.CN(C1CCCCC1)C2CCCCC2.CC(C)(C)c1ccc(cc1)c2ccc(cc2)C(C)(C)C.[Cl-].CCCC[N+](CCCC)(CCCC)CCCC>>COC(=O)C(\C)=C\C1=CC(O)=CC=C1,OC1=CC=CC(Br)=C1.COC(=O)C(C)=C,COC(=O)C(\C)=C\C1=CC(O)=CC=C1,OC1=CC=CC(Br)=C1.COC(=O)C(C)=C.CN(C1CCCCC1)C2CCCCC2.CC(C)(C)c1ccc(cc1)c2ccc(cc2)C(C)(C)C.[Cl-].CCCC[N+](CCCC)(CCCC)CCCC
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=1304746&database=RX&origin=ReaxysOutput&ln=,(360 of 2710),2,79,full reaction; has preparation,3-Bromophenol; acrylic acid methyl ester,trans-3-(3-hydroxyphenyl)acrylic acid methyl ester,295998,OC1=CC=CC(Br)=C1.COC(=O)C=C>>COC(=O)\C=C\C1=CC(O)=CC=C1,Preparation,None,None,None,1,None,None,None,None,24,80,None,None,Glovebox,Heck Reaction,None,None,None,Experimental part,None,None,trans-3-(3-hydroxyphenyl)acrylic acid methyl ester,92 percent,92,None,None,"dichloro[1,1'-bis(di-t-butylphosphino)ferrocene]palladium(II); N-Methyldicyclohexylamine; 4,4'-di-tert-butylbiphenyl; tetrabutyl-ammonium chloride",None,"N,N-dimethyl acetamide","Article; Murray, Paul M.; Bower, John F; Cox, David K; Galbraith, Ewan K; Parker, Jeremy S; Sweeney, Joseph B.; Organic Process Research and Development; vol. 17; 3; (2013); p. 397 - 405;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=35475896&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,92 percent92None,CN(C1CCCCC1)C2CCCCC2.CC(C)(C)c1ccc(cc1)c2ccc(cc2)C(C)(C)C.[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,"dichloro[1,1'-bis(di-t-butylphosphino)ferrocene]palladium(II)",OC1=CC=CC(Br)=C1.COC(=O)C=C.CN(C1CCCCC1)C2CCCCC2.CC(C)(C)c1ccc(cc1)c2ccc(cc2)C(C)(C)C.[Cl-].CCCC[N+](CCCC)(CCCC)CCCC>>COC(=O)\C=C\C1=CC(O)=CC=C1,OC1=CC=CC(Br)=C1.COC(=O)C=C,COC(=O)\C=C\C1=CC(O)=CC=C1,OC1=CC=CC(Br)=C1.COC(=O)C=C.CN(C1CCCCC1)C2CCCCC2.CC(C)(C)c1ccc(cc1)c2ccc(cc2)C(C)(C)C.[Cl-].CCCC[N+](CCCC)(CCCC)CCCC
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=37919946&database=RX&origin=ReaxysOutput&ln=,(673 of 5000),6,85,full reaction; has preparation,2-Hydroxybenzophenone; Methyltriphenylphosphonium bromide,1-phenyl-1-(2-hydroxyphenyl)ethene,303690,OC1=CC=CC=C1C(=O)C1=CC=CC=C1.[Br-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1>>OC1=C(C=CC=C1)C(=C)C1=CC=CC=C1,Preparation,None,None,None,1,None,None,2.0,None,1; 72,0; 0 - 20,None,None,Inert atmosphere; Inert atmosphere,Wittig Olefination,None,None,None,Experimental part,supporting information,None,1-phenyl-1-(2-hydroxyphenyl)ethene,90 percent,90,None,Methyltriphenylphosphonium bromide; 2-Hydroxybenzophenone,sodium hydride,None,tetrahydrofuran; tetrahydrofuran,"Article; Gulias, Moises; Marcos-Atanes, Daniel; Mascarenas, Jose L.; Font, Marc; Organic Process Research and Development; vol. 23; 8; (2019); p. 1669 - 1673;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=77632230&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,90 percent90None,[H-].[Na+],,OC1=CC=CC=C1C(=O)C1=CC=CC=C1.[Br-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1.[H-].[Na+]>>OC1=C(C=CC=C1)C(=C)C1=CC=CC=C1,OC1=CC=CC=C1C(=O)C1=CC=CC=C1.[Br-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,OC1=C(C=CC=C1)C(=C)C1=CC=CC=C1,OC1=CC=CC=C1C(=O)C1=CC=CC=C1.[Br-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1.[H-].[Na+]
